contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20190501_item_009_project_001,sd_sddot_20190501_item_009,PH 0020(164),05G3,Intersection Improvements,Intersection Improvements,"Aurora, Clay, Hutchinson, Lincoln, McCook, Minnehaha, Sanborn",,Mitchell Region,
sd_sddot_20190501_item_010_project_001,sd_sddot_20190501_item_010,PH 8039(16),02UM,Signing & Delineation,Signing & Delineation,Kingsbury,,Various County Roads in Kingsbury County,
sd_sddot_20190501_item_011_project_001,sd_sddot_20190501_item_011,P 0030(43),070F,MicroSurfacing,MicroSurfacing,"Dewey, Haakon, Stanley, Ziebach",,SD63 from SD34 to US212,
sd_sddot_20190501_item_012_project_001,sd_sddot_20190501_item_012,NH-P 0040(315),05YE,Pavement Repair & Xover Resurf,Pavement Repair & Xover Resurf,"Custer, Fall River, Lawrence, Pennington",,Various Routes in the Rapid City Region,
sd_sddot_20190501_item_013_project_001,sd_sddot_20190501_item_013,NH 0033(27),05YJ,Pavement Restoration,Pavement Restoration,Tripp,,US Hwy 18 from Carter east to the south Jct of SD Hwy 53,
sd_sddot_20190501_item_014_project_001,sd_sddot_20190501_item_014,PH 0020(200),0751,Durable Pavement Marking,Durable Pavement Marking,"Lincoln, Union",,Interstate 29 from north of the SD48 Jct to south of the US18 Jct,
sd_sddot_20190515_item_001_project_001,sd_sddot_20190515_item_001,IM-NH 0903(110)132,04W1,"Deck Overlays, Chip Seals & Str Repair","Deck Overlays, Chip Seals & Str Repair","Jackson, Jones Project Rejected/Withdrawn by the Transportation Commission",,"I90, Various Structures from 1.0 mile east of Cactus Flat to SD73 west of Kadoka, & US83 over I90 at Murdo",
sd_sddot_20190515_item_001_project_002,sd_sddot_20190515_item_001,IM 0903(111)192,05D5,"Deck Overlays, Chip Seals & Str Repair","Deck Overlays, Chip Seals & Str Repair","Jackson, Jones Project Rejected/Withdrawn by the Transportation Commission",,"I90, Various Structures from 1.0 mile east of Cactus Flat to SD73 west of Kadoka, & US83 over I90 at Murdo",
sd_sddot_20190515_item_002_project_001,sd_sddot_20190515_item_002,P 0044(197)196,05FU,Polymer Deck Seal & Joint Replacement,Polymer Deck Seal & Joint Replacement,Mellette Project Rejected/Withdrawn by the Transportation Commission,,SD44 0.7 miles west of US83 over the Little White River,
sd_sddot_20190515_item_003_project_001,sd_sddot_20190515_item_003,BRO 8002(11),03F4,Str(CIP or Precast RCBC) & Appr Grading,Str(CIP or Precast RCBC) & Appr Grading,Aurora,,"Structure on 391st Ave, 5 miles east & 4.1 miles north of Plankinton, over Firesteel Creek",
sd_sddot_20190515_item_004_project_001,sd_sddot_20190515_item_004,P TAPU(20),062L,Concrete Sidewalk,Concrete Sidewalk,Meade,,In Piedmont on N 2nd St from City Hall to Piedmont Valley Elementary School & 3rd St from Chestnut St to Main St.,
sd_sddot_20190515_item_005_project_001,sd_sddot_20190515_item_005,P 0034(169)269,04EC,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman Project Rejected/Withdrawn by the Transportation Commission",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190515_item_005_project_002,sd_sddot_20190515_item_005,P 0047(107)88,04ED,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman Project Rejected/Withdrawn by the Transportation Commission",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190515_item_005_project_003,sd_sddot_20190515_item_005,P 0249(02)73,04EE,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman Project Rejected/Withdrawn by the Transportation Commission",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190515_item_006_project_001,sd_sddot_20190515_item_006,PH 0010(106),04HT,Durable Pavement Marking,Durable Pavement Marking,Grant,,SD Highway 15 in Milbank,
sd_sddot_20190515_item_007_project_001,sd_sddot_20190515_item_007,PH 0020(147),04HU,Durable Pavement Marking,Durable Pavement Marking,Union,,Interstate 29 from 4.75 miles north of the State Line north 28.2 miles,
sd_sddot_20190515_item_008_project_001,sd_sddot_20190515_item_008,PH 0030(23),04HV,Durable Pavement Marking,Durable Pavement Marking,"Bennett, Gregory, Jackson, Todd, Tripp",,Various locations on the State System in the Pierre Region,
sd_sddot_20190605_item_001_project_001,sd_sddot_20190605_item_001,NH-P 0013(46),05YF,Pavement Restoration,Pavement Restoration,"Beadle, Kingsbury",,Various Routes in the Huron Area,
sd_sddot_20190605_item_001_project_002,sd_sddot_20190605_item_001,037-191,I5LP,Pavement Restoration,Pavement Restoration,"Beadle, Kingsbury",,Various Routes in the Huron Area,
sd_sddot_20190605_item_002_project_001,sd_sddot_20190605_item_002,NH-P 0012(216),05YH,Pavement Restoration,Pavement Restoration,"Grant, Hamlin, Kingsbury",,Various Routes in the Watertown Area,
sd_sddot_20190605_item_003_project_001,sd_sddot_20190605_item_003,P TAPR(23),062Q,Shared Use Path & RCBC,Shared Use Path & RCBC,Custer Project Rejected/Withdrawn by the Transportation Commission,,"In Custer, from the Intersection of 11th St. and the Custer State Park Spur Trail of the Mickelson Trail, to the Custer School Complex on Bluebell Lane",
sd_sddot_20190605_item_004_project_001,sd_sddot_20190605_item_004,P TAPU(19),062K,Shared Use Path,Shared Use Path,Brown,,15th Ave from N 2nd St to N Dakota St in Aberdeen,
sd_sddot_20190605_item_005_project_001,sd_sddot_20190605_item_005,IM 0040(337),072E,AC Resurfacing & AC Surf Treatment,AC Resurfacing & AC Surf Treatment,"Lawrence, Meade, Pennington",,"I90 Crossroads, Ramps, & Service Roads in the Rapid City Region",
sd_sddot_20190605_item_006_project_001,sd_sddot_20190605_item_006,IM 0292(86)59,073C,Structure Repair,Structure Repair,Lincoln,,I29 at the Exit 59 Interchange,
sd_sddot_20190619_item_001_project_001,sd_sddot_20190619_item_001,BRF 1618(00)16-3,05R3,Structure Outlet Rehabilitation,Structure Outlet Rehabilitation,Pennington,,Structure 1.8 miles north of US16B on Cambell St. in Rapid City,
sd_sddot_20190619_item_002_project_001,sd_sddot_20190619_item_002,PP 0240(14)127,066C,Railroad Crossing Upgrade,Railroad Crossing Upgrade,Pennington,,SD240 E&W (W S Blvd) in Wall,
sd_sddot_20190619_item_003_project_001,sd_sddot_20190619_item_003,PH 000S(401),06C6,Retroreflective Signal Backplates,Retroreflective Signal Backplates,"Hughes, Stanley",,"Various locations in Pierre, Fort Pierre, & Rapid City",
sd_sddot_20190619_item_004_project_001,sd_sddot_20190619_item_004,IM 0299(80)235,0752,Weigh Scale Repair,Weigh Scale Repair,Roberts Project Rejected/Withdrawn by the Transportation Commission,,I-29 Sisseton Port of Entry,
sd_sddot_20190717_item_001_project_001,sd_sddot_20190717_item_001,NH 014B(00)420,073A,Span Wire Signal & Surface Widening,Span Wire Signal & Surface Widening,Brookings Project Rejected/Withdrawn by the Transportation Commission,,US14B - 22nd Ave Intersection in Brookings,
sd_sddot_20190821_item_001_project_001,sd_sddot_20190821_item_001,PH 0010(161),074K,Corridor Signing,Corridor Signing,"Codington, Deuel, Hamlin",,Aberdeen Region,
sd_sddot_20190821_item_002_project_001,sd_sddot_20190821_item_002,PH 0020(207),0736,Corridor Signing,Corridor Signing,"Aurora, Brule, Davison, Hanson, Lyman, McCook, Minnehaha",,I90 E & W - Mitchell Region,
sd_sddot_20190821_item_003_project_001,sd_sddot_20190821_item_003,NH-P 0031(29),042G,Culvert Repair,Culvert Repair,"Haakon, Stanley",,Various Locations in the Pierre Area,
sd_sddot_20190821_item_004_project_001,sd_sddot_20190821_item_004,P 0032(36),06YD,Asphalt Concrete Crack Sealing,Asphalt Concrete Crack Sealing,"Campbell, Walworth",,Various Routes in the Mobridge Area,
sd_sddot_20190821_item_005_project_001,sd_sddot_20190821_item_005,IM-P 0022(00),07ER,Asphalt Concrete Crack Sealing,Asphalt Concrete Crack Sealing,"Minnehaha, Moody",,Various Locations in the Sioux Falls Area,
sd_sddot_20190904_item_001_project_001,sd_sddot_20190904_item_001,P-PH 0046(47)356,025D,"Grading, Shldr Widen, Strs, & Int. Surf","Grading, Shldr Widen, Strs, & Int. Surf","Clay, Lincoln",,SD46 from west of the SD19/19A Jct to 1/2 mile west of I29,
sd_sddot_20190904_item_002_project_001,sd_sddot_20190904_item_002,NH-PH 0018(198)173,04XH,"Grading, Interim Surfacing","Grading, Interim Surfacing",Bennett,,US18 from east of Vetal to the Bennett/Todd County line,
sd_sddot_20190904_item_003_project_001,sd_sddot_20190904_item_003,NH-P 0023(37),041Q,Culvert Repair,Culvert Repair,"Bon Homme, Charles Mix, Hutchinson, Yankton Project Rejected/Withdrawn by the Transportation Commission",,Various Locations in the Yankton Area,
sd_sddot_20190904_item_004_project_001,sd_sddot_20190904_item_004,PH 0010(154),06U0,Transverse Rumble Strips,Transverse Rumble Strips,"Beadle, Brookings, Brown, Buffalo, Day, Edmunds, Grant, Hamlin, Hand, Marshall, Miner, Roberts",,Various locations in the Aberdeen & Mitchell Regions,
sd_sddot_20190918_item_001_project_001,sd_sddot_20190918_item_001,BRO 8014(00),5756,Structure & Approach Grading,Structure & Approach Grading,Clay,,Structure 7.5 miles east & 5.1 miles south of Irene over Frog Creek on Norwegian Ave. just south of 302nd St.,
sd_sddot_20190918_item_002_project_001,sd_sddot_20190918_item_002,BRF 6418(00),02ER,Structure & Approach Grading,Structure & Approach Grading,Miner,,Structure 7 miles south & 2.6 miles east of Carthage over Rock Creek,
sd_sddot_20190918_item_003_project_001,sd_sddot_20190918_item_003,NH 0014(213)415,05DA,Structure Repair,Structure Repair,"Brookings, Deuel",,"Structures on US14, 1.9 miles east of Volga; US14B near Brookings & SD22 8.7, 9.3, & 11.4 miles east of SD15",
sd_sddot_20190918_item_003_project_002,sd_sddot_20190918_item_003,NH 014B(172)419,05DC,Structure Repair,Structure Repair,"Brookings, Deuel",,"Structures on US14, 1.9 miles east of Volga; US14B near Brookings & SD22 8.7, 9.3, & 11.4 miles east of SD15",
sd_sddot_20190918_item_003_project_003,sd_sddot_20190918_item_003,P 0022(59)379,05DD,Structure Repair,Structure Repair,"Brookings, Deuel",,"Structures on US14, 1.9 miles east of Volga; US14B near Brookings & SD22 8.7, 9.3, & 11.4 miles east of SD15",
sd_sddot_20190918_item_004_project_001,sd_sddot_20190918_item_004,P 0034(169)269,04EC,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190918_item_004_project_002,sd_sddot_20190918_item_004,P 0047(107)88,04ED,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190918_item_004_project_003,sd_sddot_20190918_item_004,P 0249(02)73,04EE,Cold Mill AC & AC Resurfacing,Cold Mill AC & AC Resurfacing,"Buffalo, Lyman",,"SD34 from Ft Thompson to SD50, SD47 from Big Bend Dam to Ft Thompson, & SD249 from Ft Thompson to SD50",
sd_sddot_20190918_item_005_project_001,sd_sddot_20190918_item_005,NH 0083(86)0,068G,Mill & AC Resurfacing,Mill & AC Resurfacing,Todd,,US83 from the Nebraska State Line to Mission,
sd_sddot_20190918_item_006_project_001,sd_sddot_20190918_item_006,PH 8031(05),03BB,Signing & Delineation,Signing & Delineation,Hanson,,"Various County, City, & Township Roads in Hanson County",
sd_sddot_20190918_item_007_project_001,sd_sddot_20190918_item_007,PH 0010(137),06AL,Centerline Rumble Stripes,Centerline Rumble Stripes,"Brookings, Codington, Deuel, Hamlin, Kingsbury Project Rejected/Withdrawn by the Transportation Commission",,Aberdeen Region,
sd_sddot_20191002_item_001_project_001,sd_sddot_20191002_item_001,P 0014(179)419,027B,Urban Reconstruction & Span Wire Signal,Urban Reconstruction & Span Wire Signal,Brookings,,"US14 from Main Ave to Medary Ave in Brookings, Intersection of US14/12th Ave & US14B and 22nd Ave Intersection in Brookings",
sd_sddot_20191002_item_001_project_002,sd_sddot_20191002_item_001,NH 014B(00)420,073A,Urban Reconstruction & Span Wire Signal,Urban Reconstruction & Span Wire Signal,Brookings,,"US14 from Main Ave to Medary Ave in Brookings, Intersection of US14/12th Ave & US14B and 22nd Ave Intersection in Brookings",
sd_sddot_20191002_item_002_project_001,sd_sddot_20191002_item_002,WW 2001( ),X04Q,Water and Sanitary Sewer Replacement,Water and Sanitary Sewer Replacement,Brookings,,US 14 (6th Street) Fm Main Avenue to Medary Avenue in Brookings,
sd_sddot_20191002_item_003_project_001,sd_sddot_20191002_item_003,IM 0903(110)132,04W1,Polymer Chips Seals,Polymer Chips Seals,Jackson,,"I90, Various Structures from 1.0 mile east of Cactus Flat to SD73 west of Kadoka, & US83 over I90 at Murdo",
sd_sddot_20191002_item_004_project_001,sd_sddot_20191002_item_004,IM 0903(111)192,05D5,Bridge Deck and Structure Repair,Bridge Deck and Structure Repair,"Jones, Mellette",,"US83 over I90 at Murdo, & SD44 0.7 miles west of US83 over the Little White River",
sd_sddot_20191002_item_004_project_002,sd_sddot_20191002_item_004,P 0044(197)196,05FU,Bridge Deck and Structure Repair,Bridge Deck and Structure Repair,"Jones, Mellette",,"US83 over I90 at Murdo, & SD44 0.7 miles west of US83 over the Little White River",
sd_sddot_20191002_item_005_project_001,sd_sddot_20191002_item_005,IM 0295(41)129,04W0,Abutment Repair & Polymer Chip Seals,Abutment Repair & Polymer Chip Seals,Brookings,,"I29 Structures 3 miles south of the US14 Interchange, SD324 Interchange & 2 miles north of US 14B Interchange",
sd_sddot_20191002_item_006_project_001,sd_sddot_20191002_item_006,NH 0041(173),072A,Intersection Improvements,Intersection Improvements,Pennington,,"Various locations on US16 and SD79, south of Rapid City",
sd_sddot_20191002_item_007_project_001,sd_sddot_20191002_item_007,IM 2292(93)0,032L,AC Resurfacing & Approach Slabs,AC Resurfacing & Approach Slabs,Lincoln,,Solberg/Tallgrass Overpass,
sd_sddot_20191002_item_008_project_001,sd_sddot_20191002_item_008,NH 0212(00)225,073G,Asphalt Concrete Resurfacing,Asphalt Concrete Resurfacing,Potter,,City Streets in Gettysburg for Detour,
sd_sddot_20191002_item_009_project_001,sd_sddot_20191002_item_009,P 1804(48)292,05UV,Cold Mill AC & AC Resurf,Cold Mill AC & AC Resurf,"Potter, Sully",,SD1804 from the Agar Road north to US212 and from US212 to the road to West Whitlock,
sd_sddot_20191002_item_010_project_001,sd_sddot_20191002_item_010,P 0025(80)88,05J1,"Cold Mill AC, AC Resurf, & Pipe Work","Cold Mill AC, AC Resurf, & Pipe Work","Kingsbury, Miner",,"SD25 from the east junction of SD34, north to the Miner/Kingsbury County Line",
sd_sddot_20191002_item_011_project_001,sd_sddot_20191002_item_011,P 0044(200)65,05J8,"Mill & AC Resurfacing, Pipe Work","Mill & AC Resurfacing, Pipe Work",Pennington,,SD44 from 1.2 miles west of Base Line Road to Rapid Creek,
sd_sddot_20191002_item_012_project_001,sd_sddot_20191002_item_012,PH 0020(194),06U1,Transverse Rumble Strips,Transverse Rumble Strips,"Bon Homme, Buffalo, Charles Mix, Clay, Douglas, Gregory, Hutchinson, Lake, Lincoln, McCook, Turner, Yankton",,Various locations in the Mitchell Region,
sd_sddot_20191002_item_013_project_001,sd_sddot_20191002_item_013,PH 0040(320),06AM,Centerline Rumble Stripes,Centerline Rumble Stripes,"Butte, Custer, Lawrence, Pennington",,Various locations in the Rapid City Region,
sd_sddot_20191002_item_014_project_001,sd_sddot_20191002_item_014,IM 0291(129)0,05HF,Bridge Zone Painting,Bridge Zone Painting,Union,,I29 Structures over the Big Sioux River at the Iowa/South Dakota State Line,
sd_sddot_20191016_item_001_project_001,sd_sddot_20191016_item_001,P 0010(123)273,03AM,Structure & Approach Grading,Structure & Approach Grading,Brown,,"SD10, 5.8 miles & 2.9 miles west of US281 over the Elm River",
sd_sddot_20191016_item_002_project_001,sd_sddot_20191016_item_002,NH 0014(214)346,05DE,Polymer Chip Seals & Appr Slabs,Polymer Chip Seals & Appr Slabs,Beadle,,"US14, 14E & 14W; Structures 0.5 miles east of SD37 Over Ravine Lake (2), 1.3 miles east of SD37 over the James River, 1.4 miles east of SD37 (Commercial Route), 2.8 miles east of Cavour over Pearl Crk, & 2.7 miles west of Iroquois",
sd_sddot_20191016_item_003_project_001,sd_sddot_20191016_item_003,IM 0907(81)308,04DM,Structure Repair,Structure Repair,"Aurora, Davison",,"SD258 over I90 (Plankinton Interchange), 397th Ave over I90 (Mt Vernon Interchange) & SD258 0.3 N of Plankington Interchange",
sd_sddot_20191016_item_003_project_002,sd_sddot_20191016_item_003,IM 0907(82)319,04DN,Structure Repair,Structure Repair,"Aurora, Davison",,"SD258 over I90 (Plankinton Interchange), 397th Ave over I90 (Mt Vernon Interchange) & SD258 0.3 N of Plankington Interchange",
sd_sddot_20191016_item_003_project_003,sd_sddot_20191016_item_003,P 0258(00)277,05DF,Structure Repair,Structure Repair,"Aurora, Davison",,"SD258 over I90 (Plankinton Interchange), 397th Ave over I90 (Mt Vernon Interchange) & SD258 0.3 N of Plankington Interchange",
sd_sddot_20191016_item_004_project_001,sd_sddot_20191016_item_004,PH 0010(138),06DU,Guardrail Replacement,Guardrail Replacement,"Brookings, Codington, Deuel, Hamlin",,I29 from SD30 to Watertown,
sd_sddot_20191016_item_005_project_001,sd_sddot_20191016_item_005,NH 0281(118)217,05E8,Micro Milling AC & AC Resurfacing,Micro Milling AC & AC Resurfacing,Brown,,US281 from the north junction of SD10 to the North Dakota State Line,
sd_sddot_20191016_item_006_project_001,sd_sddot_20191016_item_006,NH 0212(188)15,068U,"Cold MIll, AC Resurf, Install Turn Lane","Cold MIll, AC Resurf, Install Turn Lane",Butte,,US212 from east of Belle Fourche to Nisland,
sd_sddot_20191016_item_007_project_001,sd_sddot_20191016_item_007,NH 0085(97)99,05EL,"Cold Mill AC, AC Resurf & Culvert Repair","Cold Mill AC, AC Resurf & Culvert Repair","Butte, Harding",,"US85 from south of the Butte/Harding Co Line, north 12.4 miles",
sd_sddot_20191016_item_008_project_001,sd_sddot_20191016_item_008,NH 0018(216)420,06Q6,Cold Milling AC & AC Resurfacing,Cold Milling AC & AC Resurfacing,"Lincoln, Turner",,US18 from SD19 to I29,
sd_sddot_20191016_item_009_project_001,sd_sddot_20191016_item_009,P TAPR(23),062Q,Shared Use Path & RCBC,Shared Use Path & RCBC,Custer,,"In Custer, from the Intersection of 11th St. and the Custer State Park Spur Trail of the Mickelson Trail, to the Custer School Complex on Bluebell Lane",
