conflict_id,agency_item_code,agency_item_id,conflict_type,catalog_description,catalog_unit,annual_description_variants,annual_unit_variants,affected_report_count,affected_source_ids,resolution_status,notes
ne_ndot_identity_conflict_7518.04,7518.04,ne_ndot_7518.04,description,"4"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"4"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 4"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,10,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7518.05,7518.05,ne_ndot_7518.05,description,"5"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"152"" ""Y YEELLLLOOWW W WEETT R REEFFLELECCTTIVIVEE P PRREEFFOORRMMEEDD P PAAVVEEMMEENNTT M MAARRKKININGG, T, TYYPPEE 4 ,4 G, ROOVED | 5"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 5"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,13,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7518.12,7518.12,ne_ndot_7518.12,description,"12"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"12"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 12"" YELLOW WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED | GROOVED",LF,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7518.18,7518.18,ne_ndot_7518.18,description,,,"18"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 3, | 18"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 3, GROOVED | WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 3, GROOVED",LF,5,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7518.24,7518.24,ne_ndot_7518.24,description,,,"24"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 3, | 24"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 3, GROOVED",LF,5,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7519.00,7519.00,ne_ndot_7519.00,description,"ARROW, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",EACH,"ARROW, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | ARROW, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED | REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",EACH,4,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7519.05,7519.05,ne_ndot_7519.05,description,"RAILROAD CROSSING SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",EACH,"RAILROAD CROSSING SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT | RAILROAD CROSSING SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",EACH,4,ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7520.03,7520.03,ne_ndot_7520.03,description,,,"CROSSWALK, PERMANENT PAVEMENT MARKING | MARKING",LF,10,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7520.15,7520.15,ne_ndot_7520.15,description,,,"LANE REDUCTION ARROW, PREFORMED PAVEMENT MARKING, TYPE 4 | LANE REDUCTION ARROW, PREFORMED PAVEMENT MARKING, TYPE 4 GROOVED",EACH,4,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7541.15,7541.15,ne_ndot_7541.15,description,"5"" WHITE PREFORMED WET REFLECTIVE CONTRAST PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT," | 5"" WHITE PREFORMED WET REFLECTIVE CONTRAST PAVEMENT MARKING, | 5"" WHITE PREFORMED WET REFLECTIVE CONTRAST PAVEMENT MARKING, TYPE 4,",LF,6,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7560.01,7560.01,ne_ndot_7560.01,description,PAINT STRIPING,MILE, | PAINT STRIPING,MILE,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_8022.14,8022.14,ne_ndot_8022.14,description,HYDRATED LIME FOR ASPHALT MIXTURES FOR STATE MAINTENANCE PATCHING,TON,HYDRATED LIME FOR ASPHALT MIXTURES FOR STATE MAINTENANCE | HYDRATED LIME FOR ASPHALT MIXTURES FOR STATE MAINTENANCE PATCHING,TON,6,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9009.00,9009.00,ne_ndot_9009.00,description,PLACEMENT OF ASPHALTIC CONCRETE FOR DRIVEWAYS AND,SQ YD,PLACEMENT OF ASPHALTIC CONCRETE FOR DRIVEWAYS AND INTERSECTIONS,SY,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9020.86,9020.86,ne_ndot_9020.86,description,,,PERFORMANCE GRADED BINDER (58H-34) FOR STATE MAINTENANCE | PERFORMANCE GRADED BINDER (58H-34) FOR STATE MAINTENANCE PATCHING,TON,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9020.87,9020.87,ne_ndot_9020.87,description,,,PERFORMANCE GRADED BINDER (58V-34) FOR STATE MAINTENANCE | PERFORMANCE GRADED BINDER (58V-34) FOR STATE MAINTENANCE PATCHING,TON,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9020.88,9020.88,ne_ndot_9020.88,description,,,PERFORMANCE GRADED BINDER (58S-34) FOR STATE MAINTENANCE | PERFORMANCE GRADED BINDER (58S-34) FOR STATE MAINTENANCE PATCHING,TON,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9110.27,9110.27,ne_ndot_9110.27,description,"RENTAL OF CRAWLER MOUNTED HYDRAULIC EXCAVATOR, FULLY OPERATED",HOUR,"RENTAL OF CRAWLER MOUNTED HYDRAULIC EXCAVATOR, FULLY OPERATE | RENTAL OF CRAWLER MOUNTED HYDRAULIC EXCAVATOR, FULLY OPERATED",HOUR,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9110.28,9110.28,ne_ndot_9110.28,description,,,"RENTAL OF LONG REACH CRAWLER MOUNTED HYDRAULIC EXCAVATOR, | RENTAL OF LONG REACH CRAWLER MOUNTED HYDRAULIC EXCAVATOR, FULLY",HOUR,3,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9111.00,9111.00,ne_ndot_9111.00,description,WATER,M GAL, | WATER,MGAL,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9300.50,9300.50,ne_ndot_9300.50,unit,ASPHALT PAVEMENT SMOOTHNESS TESTING,LUMP SUM,ASPHALT PAVEMENT SMOOTHNESS TESTING,LS | MILE,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_9300.52,9300.52,ne_ndot_9300.52,unit,ASPHALT PAVEMENT SMOOTHNESS TESTING I/D,LUMP SUM,ASPHALT PAVEMENT SMOOTHNESS TESTING I/D,LS | MILE,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
